Review_Date,Hotel_Name,Positive_Review,Negative_Review,Reviewer_Nationality,Reviewer_Score,Total_Reviews_By_Reviewer,Tags,days_since_review
08/21/2016,Hotel Cavendish,Very clean and near center london,Two single beds pushed together for a double bed not same as double bed,United Kingdom,7.9,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",347 day
04/19/2016,Park Grand London Hyde Park,Staff is friendly room was clean,OMG there have to be prison cells with more personal space per person Also the single glass windows did not close entirely and the airflow switches on and off at random during the night Even in Lindon for 97 Pound w o Belfast you cou do better,United Kingdom,5,15,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",471 day
11/15/2015,Park Grand London Hyde Park,Comfy bed,Flies in the bathroom Stained carpet,United Kingdom,5,1,"[' Business trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",627 day
10/08/2015,Shaftesbury Metropolis London Hyde Park,No Positive,The room was rediculously small and the toilet shower was far to small and I m thin God knows how you would have gone on if you was a bigger bloke,United Kingdom,5.4,1,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",665 day
02/19/2016,Shaftesbury Metropolis London Hyde Park,Staff were very helpful Stay was nice the room was clean and facilities were good,No Negative,United Kingdom,8.8,3,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",531 day
01/12/2017,Holiday Inn Paris Gare Montparnasse,Proximity to montparnasse train station very confortable bed great view,No Negative,France,9.2,34,"[' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",203 day
11/03/2015,The Exhibitionist Hotel,Location was fantastic and the reception staff couldn t have been any more helpful Enjoyed the boutique quirky feel about the hotel,They said the bar was closed at around 11pm but you could still order beer or wine Didn t bother us but strange you could only order certain drinks Barman on this particular evening didn t seem to have much of a clue what he was doing to be honest However by no means an issue and didn t detract from a lovely stay,United Kingdom,7.9,4,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",639 day
06/27/2017,Auteuil Tour Eiffel,Staff was excellent They were always kind and willing to help on anything we needed Our stay in Paris was during very hot days and the air conditioner was not working well as soon as we told them they provided us with a portable one that worked perfectly,The air conditioners,United States of America,9.2,1,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",37 days
01/31/2017,Mercure London Hyde Park,Everything Extremely good location 2 minutes walking from Paddington Station but in a very calm corner With the Underground you can go everywhere Very kind and gentle staff room very clean with kettle tea soluble coffee and chocolate biscuits In the bathroom there were shampoo body soap hairdryer tissues they didn t forget anything,The evening before my arrival at the hotel booking com sent me an email saying that they couldn t verify my credit card so maybe my booking was not sure I red the email once in the airport at the gate just before boarding it was not a good news I don t why but their booking system didn t accept my credit card VISA maybe because it s a rechargeable card I don t know But in other places in London it worked However I had also brought cash so at the end I had no problem at all Just be sure that your credit card works or bring cash,Italy,9.6,1,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 3 nights ']",184 day
03/05/2017,The Beaumont Hotel,Everything,No Negative,Israel,10,1,"[' Business trip ', ' Couple ', ' Classic King Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",151 day
01/07/2017,The Grand at Trafalgar Square,Hotel was beautiful in a perfect location,No heating in the rooms are you mad I was freezing,United Kingdom,5.8,1,"[' Leisure trip ', ' Couple ', ' Small Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",208 day
08/25/2015,Club Quarters Hotel Trafalgar Square,all was very good,No Negative,United Kingdom,7.9,3,"[' Leisure trip ', ' Couple ', ' Standard Queen Room ', ' Stayed 2 nights ']",709 day
05/10/2016,Club Quarters Hotel Trafalgar Square,Good size room quiet air conditioning comfy bed Excellent location Friendly staff,No Negative,United Kingdom,9.6,6,"[' Leisure trip ', ' Couple ', ' Standard Queen Room ', ' Stayed 2 nights ']",450 day
12/01/2015,The Laslett,Amazing location quirky room amazing bathroom well thought out room and facilities quick room service friendly and not pretentious The most comfortable bed and pillows,No Negative,United Kingdom,9.2,1,"[' Leisure trip ', ' Couple ', ' Master Bedroom Double ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",611 day
10/25/2015,Novotel Paris Les Halles,Right next to the train station Staff were very helpful,No Negative,Australia,9.2,4,"[' Leisure trip ', ' Couple ', ' Standard Room with Queensize bed and Single Sofa Bed ', ' Stayed 3 nights ']",648 day
04/24/2017,Residence Du Roy,Great location close to champs elysee Seine Bateaux Mouches and eiffel tower and bus stops some restaurants near by a few mins walk away but not lots Comfortable beds Helpful and pleasant staff,Breakfast expensive so didn t bother with it No area to hang out other than the room Bar was tiny but we were out most of the time anyway so wasn t really a huge problem,Ireland,7.9,1,"[' Leisure trip ', ' Family with young children ', ' One Bedroom Suite ', ' Stayed 4 nights ']",101 day
11/12/2016,The Belgrave Hotel,Very friendly helpful staff Relatively quiet Clean nice atmosphere close to Victoria Station,Room slightly small ok for a night or two but no more,United Kingdom,7.9,6,"[' Leisure trip ', ' Couple ', ' Compact Double Room ', ' Stayed 1 night ']",264 day
09/29/2016,The Belgrave Hotel,Stayed in 5th floor great views Decent coffee machine in the room Tastefully decorated Great breakfast,No Negative,United Kingdom,10,7,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",308 day
01/17/2017,TheWesley,Clean modern refit really close walk to Euston station extremely quiet very comfortable bed and a smart restaurant Very positive surprise experience,Rooms are small,Australia,8.8,2,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",198 day
01/17/2017,TheWesley,No Positive,Could hear the trains running under Euton station from the room,Sweden,8.8,4,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ']",198 day
02/11/2017,Le M ridien Etoile,The rooms were very good and clean,No coffee machine and complementary water in room,India,10,1,"[' Business trip ', ' Solo traveler ', ' Urban Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",173 day
06/24/2016,The Hoxton Shoreditch,Great vibe Luxurious feel Lovely food,No Negative,United Kingdom,10,1,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 1 night ']",405 day
07/26/2016,The Cavendish London,Room and facilities ideal for a weekend away in London In a beautiful location very near to green street station and Buckingham palace,No Negative,United Kingdom,9.6,1,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",373 day
05/11/2017,Hotel 82 London,Overrated for a 4 star Not clean We found a number of hairs in the sheets and we had to have the bed redone Very Little soap in the rooms for washing,Not clean,Luxembourg,5,5,"[' Leisure trip ', ' Family with young children ', ' Superior Double or Twin Room ', ' Stayed 2 nights ']",84 days
11/06/2015,Hotel 82 London,Great central London location Rooms were small but clean,No Negative,United Kingdom,7.1,16,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 1 night ']",636 day
07/14/2016,Best Western Plus Seraphine Hammersmith Hotel,Good location and excellent value for money Plus very comfy beds,Breakfast was bit chaotic and could have been better still happy to have it included,Belgium,8.3,16,"[' Leisure trip ', ' Solo traveler ', ' Executive Single Room ', ' Stayed 1 night ']",385 day
01/25/2016,Best Western Plus Seraphine Hammersmith Hotel,Excelent service 5 minutes walk from tube station freindly and helpfull staff Bang on breakfast,Non,United Kingdom,10,2,"[' Leisure trip ', ' Solo traveler ', ' Executive Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",556 day
01/09/2016,The Zetter Hotel,Convenient location Good breakfast,No tea coffee in room,United Kingdom,6.7,1,"[' Leisure trip ', ' Couple ', ' Standard Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",572 day
02/03/2017,88 Studios,We had a 3 night stay here at the 88 Studios and thoroughly enjoyed it a very warm welcome to a very clean and fresh modern studio apartment my mum and I couldn t fault it at all location was great a bus stop pretty much outside takes you to Shepherds Bush Station A really lovely experience will certainly be returning on our next visit to London,No Negative,United Kingdom,10,10,"[' Leisure trip ', ' Solo traveler ', ' Twin Studio ', ' Stayed 3 nights ']",181 day
09/30/2016,Adria Boutique Hotel,Excellent location helpful staff very different experience to the normal hotels around,Couldn t fault it,United Kingdom,10,1,"[' Leisure trip ', ' Solo traveler ', ' Small Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",307 day
03/27/2016,Sydney House Chelsea,The team were very accommodating and the casual facilities great for a flexible business stay,No Negative,United Arab Emirates,7.9,24,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",494 day
05/15/2017,Radisson Blu Edwardian Bloomsbury Street,Very clean and beds very comfortable,No Negative,United Kingdom,10,2,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",80 days
07/31/2017,Hotel Moonlight,Design and decorations of the room made it look quite more spacious than its actual size which I found quite impressive,I would prefer a firmer mattress,Norway,10,6,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 7 nights ']",3 days
08/28/2016,Best Western Premier Op ra Li ge,I travel a lot And I can say that this is quite simply the best service I ve ever received at a hotel in my whole life These guys won t refuse anything for their customers When I m next in Paris that s the only place I ll stay at,No Negative,United Kingdom,10,1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ']",340 day
10/03/2016,Relais H tel du Vieux Paris,Great location Henri was a gracious host Highly recommend the hotel and would stay again,No Negative,Canada,10,9,"[' Leisure trip ', ' Couple ', ' Executive Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",304 day
12/19/2016,Thistle Hyde Park,Lovely hotel in excellent location,No Negative,United Kingdom,10,2,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",227 day
03/28/2017,Rochester Champs Elysees,The room was wonderful,No Negative,Lebanon,10,1,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",128 day
05/27/2017,DoubleTree by Hilton London West End,No Positive,Noisy inside hotel in morning,United Kingdom,7.1,8,"[' Leisure trip ', ' Group ', ' Double Family Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",68 days
08/11/2015,DoubleTree by Hilton London West End,Clean rooms staff very friendly Location was ok only 10 mins walk from Oxford street,The mattress was very hard,United Kingdom,8.8,2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",723 day
06/06/2017,Holiday Inn London Kensington Forum,No Positive,Everything Room and bathroom were smelley Not enough tea bags or milk in the room When asked the person who delivered it was rude and not bothered,United Kingdom,3.3,3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room Non Smoking ', ' Stayed 1 night ', ' Submitted from a mobile device ']",58 days
10/06/2015,Holiday Inn London Kensington Forum,The ease of check in out Room small but with everything you need for a city break Location next to excellent tube links,The price of drinks in the bar,United Kingdom,9.2,10,"[' Leisure trip ', ' Family with older children ', ' Twin Room Non Smoking ', ' Stayed 2 nights ']",667 day
08/03/2016,Holiday Inn London Kensington Forum,got upgreted to a beater rum after one night in single beds,first night have to sleep in single beds,Australia,8.3,3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room Non Smoking ', ' Stayed 6 nights ']",365 day
05/12/2017,Radisson Blu Edwardian Kenilworth,The staff were friendly and helpful,The room was too small Asked for a room with a shower as I was with a disabled person and even though the room did have a shower it was not suitable for a disabled person as it was far too small and in fact there was very little space in the wash room all together,United Kingdom,6.7,1,"[' Leisure trip ', ' Family with young children ', ' Standard Double Twin Room ', ' Stayed 2 nights ']",83 days
01/30/2017,Radisson Blu Edwardian Kenilworth,Amazing breakfast and friendly and helpful staff,The room was too small,Spain,8.3,10,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 1 night ']",185 day
12/05/2016,H tel Waldorf Trocad ro,Breakfast is very good cafe and snacks are available in the lobby Bathroom is a big Clean Range of TV channels 20 minutes to TA,A very very noisy place I heard everything from up left and right sides of my walls and the opening door in the hotel and pouring water and etc Not easy to find parking Some lights were broken,Russia,5.8,14,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 3 nights ']",241 day
03/08/2016,Melia White House Hotel,Excellent location The upgrade to The Level which brought with it a lot of extras Attentive staff good food,The high prices of the cocktails and all other drinks in the bar very expensive so we didn t bother,United Kingdom,10,9,"[' Leisure trip ', ' Family with older children ', ' Classic Double Room ', ' Stayed 2 nights ']",513 day
05/19/2017,Sir Albert Hotel,Most of the staff is still quite nice and acomodating the view from the room was really pretty and the location of the hotel is really good walking distance to many tourist attractions nice restaurants and public transport,So this was our second time staying at Sir Albert and I must say that we had a completely diferent experience This time by my own mistake I chose a smaller room than the last time and we noticed some diferences that really impacted in our opinion of the hotel The room was so small that we couldn t pull our MEDIUM SIZED suitcase past the entrance we had to carry it to the other side of the room and don t ask me how we walked around The cleaniness of the room was also really lacking the room didn t have the courtesy water skimping on water is just sad and other minor details Overall I think that this is still a good hotel but if you have a look around you can find better rooms in the same price range,Hong Kong,6.3,8,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",76 days
09/04/2016,The Waldorf Hilton,This hotel was a welcome oasis in a fantastic location worth every penny Great beds Awesome staff ready to help with anything lovely hotel The gym and pool were absolutely stunning Rooms were gorgeous and exceptionally clean Was fantastic to just walk out and next door go to a show or wander around Covent garden,The only negative is that unfortunately there is not enough room for everyone to have breakfast in the morning in the restaurant you had to line up outside the restaurant and the quality of the food and coffee for room service was not great,Australia,10,2,"[' Leisure trip ', ' Group ', ' Twin Hilton Deluxe ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",333 day
02/17/2016,The Waldorf Hilton,comfy bed cocktail bar bathroom,found toe nail on carpet lack of toiletries pool and spa are shared with public shower could have been stronger,United Kingdom,7.5,8,"[' Leisure trip ', ' Couple ', ' Queen Hilton Superior Room ', ' Stayed 1 night ']",533 day
11/22/2015,Corendon Vitality Hotel Amsterdam,Room was decent size staff helpful,No coffee American style machine purchase of 4 oz cup for 2 euro Food less than enticing no iron in the room had to be requested each day Construction site across the street left view less than attractive,United States of America,7.1,2,"[' Business trip ', ' Solo traveler ', ' Standard Queen Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",620 day
10/19/2015,Corendon Vitality Hotel Amsterdam,Staff,Lift,Switzerland,8.8,1,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",654 day
04/08/2017,Park Hyatt Vienna,Sumptuous room in a fabulous hotel,Smoking room,United Kingdom,10,9,"[' Leisure trip ', ' Couple ', ' Park King ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",117 day
08/07/2016,Hilton Vienna,great location great city,paid wifi in such an expensive hotel is ridiculouse,Belgium,7.9,43,"[' Family with older children ', ' Deluxe King Room ', ' Stayed 3 nights ']",361 day
07/02/2016,Hampshire Hotel Rembrandt Square Amsterdam,Location,Found the gentleman on reception to be unfriendly Didn t feel that we received an appropriate welcome Advance Information relating to deposits was limited and as such I had to pay the deposit by cash and the gentleman didn t appear too pleased at this Although the hotel was adequate it didn t match its rating,United Kingdom,6.7,2,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",397 day
11/10/2015,Hampshire Hotel Rembrandt Square Amsterdam,Perfect location,Not much sleep due to room position overlooking busy street need double glazing,Isle of Man,10,4,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 3 nights ']",632 day
03/13/2017,Hotel Mailberger Hof,Location is excellent for the old city transport access My room was spacious clean comfortable as was the guest lounge Staff were friendly helpful the breakfasts were fresh varied plentiful Local restaurants were excellent I would highly recommend this hotel for fellow travellers I was travelling solo for the first few days and felt safe comfortable welcome,No Negative,Australia,8.3,5,"[' Leisure trip ', ' Group ', ' Superior Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",143 day
04/17/2016,Apollofirst Boutique Hotel,Generally clean comfortable and convenient with friendly helpful staff Good shower and lovely toiletries Hotel has a small theatre unfortunately nothing playing during my stay,Rather noisy intermittently plumbing problem when I told staff on my departure they were unaware of the problem and thanked me for pointing it out and would investigate,United Kingdom,8.8,2,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 4 nights ']",473 day
01/16/2016,Hilton Amsterdam,Service and location,Bathroom clean but not up to date for 5 star hotel,Hong Kong,8.3,11,"[' Business trip ', ' Solo traveler ', ' King Deluxe Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",565 day
01/28/2017,Apollo Hotel Amsterdam,Location is great for moving around the city and getting to the airport,Rooms are in need for some maintenance mattress was lumpy,Spain,6.7,35,"[' Leisure trip ', ' Solo traveler ', ' Standard Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",187 day
02/12/2016,Catalonia Catedral,This was one of the best hotels we have ever stayed in The hotel staff were very helpful and friendly with them giving us recommendations of where we could eat The room was very clean and comfortable The food in the hotel restaurant was excellent Would most defiantly recommend,No Negative,United Kingdom,10,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",538 day
05/21/2017,Element Amsterdam,Bed very comfy,Everything was good,United Kingdom,7.5,1,"[' Leisure trip ', ' Couple ', ' Studio ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",74 days
10/10/2016,Axel Hotel Barcelona Urban Spa Adults Only,Lovely friendly helpful staff really warm and welcoming,No Negative,United Kingdom,9.6,18,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ']",297 day
04/10/2017,Urban Lodge Hotel,No Positive,I was annoyed to discover that two bills we paid were converted into GBP and not paid in EUR The receipts show Cardholder has chosen to pay in GBP We were NOT asked and we did not agree to pay in GBP,United Kingdom,7.5,2,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ']",115 day
05/02/2017,Urban Lodge Hotel,Comfortable to stay,The distance between station and Hotel,Australia,9.2,13,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",93 days
11/03/2016,Novotel Wien City,No Positive,This hotel has a poor security a lady lost her purse while having breakfast at the buffet of the hotel restaurant I witness a street vendor being tolerated to peddle his goods roses etc to some guests at the hotel lobby We lost 5K plus euros in the safe of our room 514 No CCTV in the hallway of the hotel The management was not very cooperative to us Very disappointed,Philippines,5,15,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 3 nights ']",273 day
07/24/2016,The Levante Parliament A Design Hotel,rooms were very good as were the staff,No Negative,Ireland,8.3,4,"[' Business trip ', ' Group ', ' Superior Single Room ', ' Stayed 1 night ']",375 day
04/30/2017,Barcelona Princess,The beds were very luxurious and comfy the shower was excellent and the sea view was amazing The guest service was very good a bottle of bubbly and birthday cake was left in our room for my daughters birthday a very nice touch,The pools could have been a bit bigger and more variety for breakfast,United Kingdom,9.6,1,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 3 nights ']",95 days
01/08/2017,Barcelona Princess,View from 19tth floor was great,Sauna was odd as there was no dressing room and no bathropes offered,Finland,9.6,19,"[' Leisure trip ', ' Couple ', ' Double or Twin Room with Sea View ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",207 day
12/06/2016,Novotel Barcelona City,The staff the hammam and the breakfast,A room upgrade would of been nice,United Kingdom,9.6,1,"[' Leisure trip ', ' Couple ', ' Family Room with sofa bed ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",240 day
09/11/2015,Wilson Boutique Hotel,Location of the hotel 20 min walk to city centre but we booked on purpose Im glad we did really quiet neighborhood and many local restaurants and bars nearby Staff very helpful clean hotel,No Negative,Turkey,10,5,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",692 day
07/26/2016,Fairmont Rey Juan Carlos I,Friendly accommodating staff,More staff required in restaurant facilities,United Arab Emirates,7.9,3,"[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 3 nights ']",373 day
05/24/2017,Catalonia Atenas,View from the rooftop pool is spectacular You can see the sagrada Familia from the here Staff were also very polite and helpful when offering directions and also supplied us with a map and were happy to help and answer any questions regarding transport,Pool was smaller than expected as pictures make it look bigger,United Kingdom,7.9,4,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 2 nights ']",71 days
06/06/2017,Catalonia Atenas,Brilliant breakfast buffet,Cold a c in the bar area,United Kingdom,9,3,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",58 days
04/25/2017,Tryp Barcelona Apolo Hotel,We loved the breakfast buffet fantastic value,The streets around were very busy and noisy at night even until 6 am and it was difficult to get sleep Neighboring streets were reported to be unsafe to walk after dark,Canada,8.8,3,"[' Leisure trip ', ' Couple ', ' Premium Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",100 day
06/22/2017,Gran Hotel Torre Catalunya,No Positive,Keine funktionierende L ftung no air conditioner in the bathroom,Germany,5.8,2,"[' Leisure trip ', ' Couple ', ' Suite 1 2 Adults with Spa Access ', ' Stayed 2 nights ']",42 days
11/03/2016,Melia Barcelona Sarri,Room is spacious bed is comfortable,No bathtub TV too small,Singapore,7.1,2,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",273 day
06/27/2017,Hotel SB Icaria Barcelona,Friendly staff Helpful with advice on getting around and good degree of comfort The pool and indoor outdoor dining ideal for weather conditions Like a mini resort,A bit far away from main attractions but transport right outside door However the beach is close and gorgeous,New Zealand,7.9,1,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",37 days
01/14/2017,Hotel SB Icaria Barcelona,Good modern hotel,Slightly expensive for facilities included,United Kingdom,7.1,5,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",201 day
09/18/2016,Hotel Barcelona Universal,location,room size and outlook,United Kingdom,7.9,4,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ']",319 day
07/03/2017,Hotel Barcelona Center,I loved this hotel The room was wonderful very clean spacious and classy with a lovely huge bathroom with two showers There was a safe and tea and coffee making facilities The location was perfect within walking distance of shops bars restaurants metro bus the Old Gothic Quarter the beach if you like to walk for 30 minutes or so and the shopping centre The hotel was so easy to get to from the airport on the metro and back to the airport at night by night bus Located in a beautiful area I would recommend this hotel,A little pricey and no breakfast included but loved this hotel,United Kingdom,8.8,5,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ']",31 days
05/05/2017,Olivia Balmes Hotel,Lovely room with massive comfy bed Very helpful friendly staff,No Negative,United Kingdom,9.2,4,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",90 days
08/08/2015,Catalonia Diagonal Centro,The pool aera is renovated and very nice,Hotel rooms are old fashioned and need toi be refurbished,France,7.1,13,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ']",726 day
10/27/2015,Megaro Hotel,The size of the apartment,The smell in the apartment it was not good as well as the heating system It did not work well and was very loud It would be good to add an drawer into the flat we where missing someting to put our cloth in,Iceland,6.3,1,"[' Leisure trip ', ' Family with older children ', ' One Bedroom Apartment ', ' Stayed 3 nights ']",646 day
08/13/2015,Megaro Hotel,Staff very friendly and accommodating,No Negative,United Kingdom,10,1,"[' Leisure trip ', ' Family with young children ', ' One Bedroom Apartment ', ' Stayed 1 night ']",721 day
03/26/2017,Catalonia Plaza Catalunya,The location and hotel facilities are perfect Just 1 min from Catalunya Plaza,Neat clean freshly renovated rooms in an old nice authentic building good beds nice high windows with a little balconceto Friendly staff Good variety of food and breakfast,Russia,10,23,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",130 day
10/15/2016,Catalonia Plaza Catalunya,Charming welcoming beautiful We want to comeback,No Negative,United States of America,10,2,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",292 day
07/31/2016,Hotel Regina,perfect location,had to wait for 2PM to get in the room after flying from the US Was hoping since they had our flights before hand we would have a room available but instead had to wait in the lobby until 2PM exhausted from the overnight flight,United States of America,10,3,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 2 nights ']",368 day
04/05/2017,Hotel Pulitzer,The clean linen,The shower is over the bath Standing in it for an older person was a high risk It needs a handle to hold on to and a non slip mat or surface to avoid falls,United Kingdom,9.2,5,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 3 nights ']",120 day
08/07/2016,Hotel Alimara,Clean hotel,Staff is simply horrible I complained client at the reception were complaining likewise for the breakfast Simply unacceptable for a 4 hotel Avoid it,Luxembourg,4.2,3,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",361 day
07/04/2017,Thistle Holborn The Kingsley,Lovely relaxing hotel location was brilliant,No Negative,United Kingdom,9.6,5,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ']",30 days
03/21/2016,The Westbury A Luxury Collection Hotel Mayfair London,The bed was very comfortable the furnishings and decoration were of a good quality,Tea coffee making facilities would have been appreciated The room size was ok but a little on the small size,United Kingdom,9.2,8,"[' Leisure trip ', ' Couple ', ' Superior Queen Room ', ' Stayed 1 night ']",500 day
06/09/2016,Petit Palace Boqueria Garden,Location was excellent and staff were very friendly and helpful Breakfast was fabulous with great selection of healthy options available Can t wait to go back,Lack of English channels on T V,Ireland,9.6,6,"[' Leisure trip ', ' Group ', ' Double or Twin Room 1 2 Adults ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",420 day
08/27/2015,Petit Palace Boqueria Garden,Great location and their is parking on the other side of Las Ramblas,No Negative,Ireland,10,14,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room 1 2 Adults ', ' Stayed 1 night ']",707 day
11/29/2015,Hotel ViennArt am Museumsquartier,Location,Room was very small,Turkey,8.8,12,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",613 day
05/29/2016,Crowne Plaza London Battersea,Staff extremely pleasant and very helpful,No Negative,United Kingdom,8.8,3,"[' Leisure trip ', ' Couple ', ' Deluxe King Room with River View ', ' Stayed 3 nights ']",431 day
03/25/2016,Amba Hotel Marble Arch,Warm welcome was able to get straight into the room Had a free mini bar with a few snacks and drinks The bar were able to recommend cocktails for the evening based on what we liked Had a view of Bond Street below Our room was lovely had an iPad of you wanted to order anything for room service Bed was big and comfy Had a great night sleep Amazing spread for breakfast something for everyone Staff were so friendly at all times Kept our bags the next day while we went shopping Perfect location literally a 2 minute walk from Marble Arch station,I m having to be picky as there was nothing that we didn t like The mini bar only had water and Coke it would be better if there was Lemonade or apple juice or something,Guernsey,9.6,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",496 day
